# Untuned case (Up to date)
# 704 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=12 seconds
19.2102713311,931.2278934397,69.393896696,-14.6855413239,69.4507604842,14.6865823978,31.7332347167,0.0166179353,31.7332390679,0.0300044252,2.8098457576,0.1748672428,-43.5299998499,-172.6326063746,9.8018883467,0.0874515123,0.0000669018,-0.6982959164,0.0140058151,1696.7940946338,261,0.2580679623,0.0033675883,106.4734081222,90.3124087227,1.5811563839,0.2066872967,6167359.899263781,0,8.2852852602,0.37438312,0.374392006,0.2078785712,0.0409509958,0.125553553,0.0138148339,0.0217966902,-0.0003195947,0,0,0,0,-0.0000175789,0.0073490457,10.221,82.0496358537,85.9222363748,-0.0080229856,2.0308887958,8.6805185496,901.8485252928,336.5592942411,0.05,0.062013591
19.2602713311,934.6792775213,68.6623847424,-14.5753465983,68.7194218388,14.5774400295,31.8734773993,0.0166451912,31.8734817456,0.0299214017,2.7992605004,0.2470411996,-43.5299998496,-172.632604635,9.8018776154,0.0507370067,0.0000673792,-0.2860037218,0.0151845263,1696.7940946338,261,0.2580679623,0.0033675883,106.5070137474,90.3124087227,1.5844442838,0.2045318134,6101055.877870861,0,8.1074507174,0.3742760387,0.3742790332,0.2078970761,0.0409406385,0.1254383241,0.0080043305,0.0126099467,-0.0003546699,0,0,0,0,-0.0000030116,0.0072717214,10.221,82.0496358537,85.8996924952,-0.0030621849,2.0626424656,8.6580845489,901.4629179457,336.5456992366,0.05,0.062175699
19.3102713311,938.0942228391,67.9363188407,-14.4683296167,67.9933942439,14.4714061757,32.0131033758,0.0166686404,32.0131077153,0.029832867,2.7853623074,0.2983870046,-43.5299998494,-172.6326029031,9.801866997,0.0222618382,0.0000665762,-0.0664818415,0.0234630566,1696.7940946338,261,0.2580679623,0.0033675883,106.532660316,90.3124087227,1.5869534873,0.2023861018,6035105.4582228605,0,7.9325809197,0.3741706755,0.3741712525,0.2079153044,0.0409305536,0.1253248174,0.0035083563,0.0051457264,0.0003832836,0,0,0,0,-0.0000001662,0.0071949514,10.221,82.0496358537,85.892626934,0.0052237715,2.0678694206,8.6358874059,901.081381833,336.532247768,0.05,0.062341634
19.3602713311,941.4729963416,67.2154632356,-14.3671394689,67.2725289631,14.3700594049,32.1519931248,0.0166910305,32.1519974572,0.0297438953,2.77031679,0.2896735776,-43.5299998492,-172.6326011803,9.8018564907,0.0234382275,0.0000673354,0.0400346853,0.0159225494,1696.7940946338,261,0.2580679623,0.0033675883,106.5292518359,90.3124087227,1.5866200091,0.2002460792,5969385.86756717,0,7.7602946724,0.3740668184,0.3740674578,0.207933293,0.0409207215,0.125212804,0.0036935598,0.0062003391,-0.0001026512,0,0,0,0,0.0000000616,0.0071187283,10.221,82.0496358537,85.8926074658,0.0142698036,2.0291916166,8.6139253848,900.7038871184,336.5189387832,0.05,0.062500115
19.4102713311,944.8158504598,66.4995355956,-14.2669954907,66.5566623991,14.2699838421,32.2901765322,0.0167155778,32.2901808588,0.0296601654,2.7570047656,0.2920248657,-43.529999849,-172.6325994662,9.8018460958,0.0185135665,0.0000674352,0.273437171,0.0186739676,1696.7940946338,261,0.2580679623,0.0033675883,106.5318728185,90.3124087227,1.5868764403,0.1981197727,5904135.389609143,0,7.5911313778,0.3739648429,0.3739652418,0.2079509768,0.0409111783,0.1251026878,0.0029167509,0.0046270324,-0.0003527597,0,0,0,0,0.0000029345,0.0070430485,10.221,82.0496358537,85.9005234376,0.0224102246,1.9857019021,8.5921968433,900.3304055728,336.505771287,0.05,0.062661903
19.4602713311,948.1230412062,65.7890170519,-14.156460854,65.8459131627,14.1647702091,32.4275599311,0.0167444357,32.4275642542,0.0295854949,2.7366979339,0.4851094359,-43.5299998487,-172.6325977621,9.8018358113,0.0898204684,0.0000676459,0.025661923,-0.007378915,1696.7940946338,261,0.2580679623,0.0033675883,106.4598704053,90.3124087227,1.5798318836,0.1960364638,5840225.209682283,0,7.4274811291,0.3738661088,0.3738754688,0.20796812,0.0409020504,0.1249959384,0.0141837752,0.0227881148,-0.0003333662,0,0,0,0,0.0000000264,0.0069678814,10.221,82.0496358537,85.9094027593,0.0272433341,2.0764809861,8.5707000748,899.9609078648,336.4927442454,0.05,0.0628237
19.5102713311,951.3948380598,65.0836280585,-14.0634529507,65.1401097628,14.0702909554,32.5637676745,0.0167785598,32.5637719971,0.0295217859,2.712058011,0.4386099301,-43.5299998484,-172.6325960725,9.8018256366,0.0694601815,0.0000648175,0.5719268685,-0.0126842574,1696.7940946338,261,0.2580679623,0.0033675883,106.4776437449,90.3124087227,1.5815707878,0.1939397787,5775974.439256888,0,7.2645090448,0.373767918,0.3737735186,0.2079851903,0.0408930848,0.1248896429,0.01096016,0.0171013376,-0.0004876567,0,0,0,0,0.0000133996,0.0068932228,10.221,82.0496358537,85.8950940296,0.0280833218,2.0393262168,8.5494334153,899.5953653893,336.4798566497,0.05,0.06298138
19.5602713311,954.6314706894,64.3823516021,-13.9823747881,64.4388252745,13.9844154671,32.6989576611,0.0168175539,32.6989619859,0.0294680579,2.6972217078,0.2388958813,-43.529999848,-172.6325943956,9.8018155708,0.0393984136,0.000069192,-0.4192316049,-0.0304637348,1696.7940946338,261,0.2580679623,0.0033675883,106.5049720148,90.3124087227,1.5842445252,0.1918364712,5711583.804007315,0,7.1030071194,0.3736706063,0.3736724099,0.20800213,0.0408843162,0.1247841601,0.0062098624,0.0094359019,0.000189879,0,0,0,0,-0.0000073591,0.0068190804,10.221,82.0496358537,85.8666233504,0.0235948089,1.9053594115,8.5283953406,899.2337519486,336.4671075764,0.05,0.063140142
19.6102713311,957.8331543196,63.6858553044,-13.8795833296,63.7422472971,13.8852452539,32.8334392354,0.0168599152,32.8334435642,0.0294212827,2.6806575002,0.396487528,-43.5299998477,-172.6325927275,9.8018056132,0.0537384974,0.0000663872,0.6040698481,0.006057279,1696.7940946338,261,0.2580679623,0.0033675883,106.4888826156,90.3124087227,1.582670374,0.1897985278,5649195.375938061,0,6.9484164931,0.3735774614,0.373580814,0.2080183671,0.0408760417,0.1246830525,0.0084735109,0.0130293402,0.0004499147,0,0,0,0,0.0000156098,0.0067454203,10.221,82.0496358537,85.8420832483,0.0159999874,2.0128379434,8.507584351,898.8760417661,336.4544961167,0.05,0.063309443
19.6602713311,961.0001360795,62.9941404477,-13.7921425747,63.0503177045,13.7965489473,32.9669691432,0.0169030828,32.9669734765,0.0293771386,2.6609832566,0.3486632396,-43.5299998473,-172.6325910712,9.8017957632,0.0291476888,0.0000641147,0.8691829442,0.0157666966,1696.7940946338,261,0.2580679623,0.0033675883,106.5109737483,90.3124087227,1.5848317215,0.187746231,5586501.254983643,0,6.7946305298,0.3734847896,0.3734857766,0.2080345434,0.040867922,0.1245823241,0.0045918309,0.0073822706,0.0001001973,0,0,0,0,0.000033031,0.0066722361,10.221,82.0496358537,85.8057872721,0.0084637437,1.9916481201,8.4869989896,898.5329187646,336.4420213877,0.05,0.063473044
19.7102713311,964.1326334838,62.3064021052,-13.7144804656,62.362683662,13.7156957789,33.0996808896,0.0169448397,33.0996852269,0.0293316337,2.6488809378,0.1825821926,-43.5299998469,-172.632589425,9.8017860199,0.0684491716,0.0000683317,-0.6414455503,-0.0105589056,1696.7940946338,261,0.2580679623,0.0033675883,106.4704497551,90.3124087227,1.5808669438,0.1856887422,5523742.895067062,0,6.64249836,0.3733930256,0.3733984591,0.208050584,0.0408600014,0.1244824402,0.0107967003,0.0175163837,0.0002274301,0,0,0,0,-0.0000183917,0.0065995343,10.221,82.0496358537,85.7652708873,0.0006164702,1.8857991655,8.4666377832,898.1997112689,336.4296824966,0.05,0.063636504
19.7602713311,967.2308483451,61.6229519051,-13.6237629928,61.6794132615,13.6257288362,33.2318774364,0.0169829876,33.231881776,0.0292807239,2.6385258724,0.2314481205,-43.5299998465,-172.6325877852,9.8017763827,0.0369858878,0.0000671342,-0.4257296532,0.0032938126,1696.7940946338,261,0.2580679623,0.0033675883,106.4993331447,90.3124087227,1.5836928306,0.1836732584,5462284.121101063,0,6.4950814518,0.3733042517,0.3733058397,0.2080661258,0.0408524634,0.1243856626,0.0058272486,0.0089657886,0.0004736595,0,0,0,0,-0.000008281,0.0065272922,10.221,82.0496358537,85.7387249744,-0.0083022024,1.9141087741,8.4464993623,897.8701496169,336.4174786135,0.05,0.063793964
19.8102713311,970.2950030783,60.943980694,-13.5344470864,61.0005322276,13.5373601061,33.3635018522,0.0170155241,33.3635061912,0.0292210823,2.6260520216,0.2808214906,-43.5299998462,-172.6325861525,9.801766851,0.0034317208,0.000069367,-0.2645169522,0.1145994325,1696.7940946338,261,0.2580679623,0.0033675883,106.5303742594,90.3124087227,1.5867298246,0.1816678556,5401174.137194491,0,6.3502008968,0.3732170194,0.3732170331,0.2080814215,0.0408451807,0.1242904173,0.0005400244,0.0005033984,-0.0002383018,0,0,0,0,-0.000003268,0.0064555058,10.221,82.0496358537,85.7216344916,-0.0146243999,1.9300557365,8.4265823611,897.5442114586,336.4054089108,0.05,0.063951554
19.8602713311,973.3253230187,60.2695751437,-13.4434366759,60.3260216664,13.4487781711,33.4944001033,0.017041251,33.4944044384,0.029150893,2.609061536,0.3790047959,-43.529999846,-172.6325845288,9.8017574242,0.0638308423,0.0000671105,0.4890423545,0.0098666803,1696.7940946338,261,0.2580679623,0.0033675883,106.4692438239,90.3124087227,1.5807489581,0.1796844368,5340765.856805586,0,6.2087204283,0.3731318233,0.3731365459,0.2080963843,0.0408381944,0.1241972446,0.0100643437,0.0161339527,0.000114115,0,0,0,0,0.0000114193,0.0063841593,10.221,82.0496358537,85.7036251497,-0.017201329,1.9884175706,8.4068852726,897.221872134,336.3934724752,0.05,0.06411265
19.9102713311,976.3220326378,59.5995067068,-13.359559822,59.655743464,13.3654321388,33.6243720088,0.017060009,33.6243763366,0.0290701766,2.5896966133,0.3961535286,-43.5299998458,-172.6325829166,9.8017481014,0.0794945139,0.0000637959,0.7912748176,0.0025855756,1696.7940946338,261,0.2580679623,0.0033675883,106.4520689354,90.3124087227,1.5790686051,0.1777039006,5280490.534927942,0,6.0691181008,0.3730478241,0.3730551427,0.2081111615,0.0408314346,0.1241052279,0.0125397613,0.0195466552,0.0004603224,0,0,0,0,0.0000305674,0.006313253,10.221,82.0496358537,85.6717982007,-0.0152846116,2.0047387664,8.3874066722,896.9031083272,336.3816684434,0.05,0.06427056
19.9602713311,979.285343718,58.9336064422,-13.2791114032,58.9895838817,13.2847516837,33.7533436155,0.0170727887,33.7533479333,0.0289807927,2.5692485777,0.3870757545,-43.5299998457,-172.6325813168,9.801738882,0.0772582753,0.0000674391,1.2235444739,0.0005447613,1696.7940946338,261,0.2580679623,0.0033675883,106.4524417133,90.3124087227,1.5791050769,0.1757361326,5220641.166262193,0,5.9320432688,0.3729654313,0.372972343,0.2081256813,0.0408249356,0.1240148145,0.0121851983,0.0186992464,-0.000423706,0,0,0,0,0.0000747387,0.006242779,10.221,82.0496358537,85.621288844,-0.0094160218,2.0244135857,8.3681451489,896.5878969479,336.3699959603,0.05,0.064449178
20.0102713311,982.2154532705,58.2713830703,-13.2061042954,58.3273113436,13.2093658307,33.8813964573,0.0170816906,33.8814007633,0.0288863151,2.5536569167,0.2935217006,-43.5299998456,-172.6325797284,9.8017297654,0.0158854108,0.0000631134,1.2773636393,0.0210014375,1696.7940946338,261,0.2580679623,0.0033675883,106.5108102294,90.3124087227,1.5848157232,0.1737672535,5160804.646616376,0,5.7964775744,0.3728840562,0.3728843491,0.2081400474,0.0408186513,0.1239253576,0.002500082,0.004109134,-0.0004485574,0,0,0,0,0.0000833204,0.006172744,10.221,82.0496358537,85.5566013889,-0.0013559319,1.9876901542,8.3490994614,896.2762176816,336.3584542736,0.05,0.064614041
20.0602713311,985.1125530639,57.6133469061,-13.1178259551,57.6690705195,13.1251709793,34.0086328548,0.0170888789,34.0086371483,0.0287903532,2.5345518067,0.4390392347,-43.5299998455,-172.6325781502,9.801720751,0.120407402,0.0000724212,1.683385893,-0.0121562483,1696.7940946338,261,0.2580679623,0.0033675883,106.4067767954,90.3124087227,1.5746373224,0.1718545736,5102682.062021789,0,5.6666840233,0.3728060291,0.3728227816,0.2081538484,0.0408127614,0.1238394193,0.0190156487,0.0298247485,0.0004271899,0,0,0,0,0.000147956,0.0061031199,10.221,82.0496358537,85.4835141815,0.0053344249,2.1413206513,8.3302682775,895.9680487299,336.3470425761,0.05,0.064773224
20.1102713311,987.9768549346,56.9593375382,-13.0443519743,57.0147530981,13.0503573149,34.1348156166,0.0170964198,34.134819898,0.0286965845,2.513153009,0.3958631288,-43.5299998455,-172.632576585,9.8017118381,0.0925565012,0.0000555434,2.1447444787,-0.029805395,1696.7940946338,261,0.2580679623,0.0033675883,106.4322462259,90.3124087227,1.5771291951,0.169925221,5044108.391274748,0,5.5370175009,0.3727283439,0.3727382516,0.208167615,0.0408070334,0.1237536955,0.0146024942,0.0229239597,-0.0000982405,0,0,0,0,0.0002456699,0.0060339077,10.221,82.0496358537,85.3874946154,0.011795957,2.1747906265,8.3116503377,895.6633694792,336.3357601046,0.05,0.06493415
20.1602713311,990.8085436702,56.3087771932,-12.9765093953,56.3640881278,12.9799541432,34.2600344169,0.0171057855,34.2600386873,0.0286073628,2.4964057131,0.2990208553,-43.5299998454,-172.6325750317,9.8017030261,0.0227566593,0.0000652472,2.3233050926,-0.1356315047,1696.7940946338,261,0.2580679623,0.0033675883,106.4989236778,90.3124087227,1.5836527693,0.1680001402,4985705.009262417,0,5.4092000419,0.3726518578,0.3726524583,0.2081811963,0.0408015354,0.1236691261,0.0035815839,0.0058065709,0.0002457241,0,0,0,0,0.0002949433,0.0059651035,10.221,82.0496358537,85.2738931787,0.0179360918,2.1793641524,8.2932443757,895.3621592077,336.3246060917,0.05,0.065092491
20.2102713311,993.6077932976,55.6618319759,-12.9018238954,55.7170957038,12.9056528552,34.3844725548,0.0171184994,34.3844768161,0.0285250176,2.4809705267,0.3143497925,-43.5299998453,-172.6325734882,9.8016943145,0.0345625837,0.0000631385,2.4573321789,-0.1200038238,1696.7940946338,261,0.2580679623,0.0033675883,106.4856877746,90.3124087227,1.5823577979,0.1661082091,4928328.046207805,0,5.2852503879,0.3725776928,0.372579077,0.2081943929,0.0407963481,0.1235869518,0.0054414835,0.0079308674,-0.0001771609,0,0,0,0,0.0003375355,0.0058966948,10.221,82.0496358537,85.1537978306,0.0229514521,2.2726487051,8.2750492396,895.0643990645,336.3135798392,0.05,0.065249179
20.2602713311,996.3747874678,55.0184917514,-12.8349229677,55.0737291784,12.8373124299,34.5081330501,0.0171355401,34.5081373045,0.0284510914,2.4660111549,0.2476748615,-43.5299998451,-172.6325719543,9.8016857027,0.0171613608,0.0000670304,-2.5539629894,-0.2506313762,1696.7940946338,261,0.2580679623,0.0033675883,106.5011406468,90.3124087227,1.5838696726,0.1642120056,4870866.203308687,0,5.1625379034,0.3725043597,0.3725047011,0.2082074693,0.0407913647,0.1235055258,0.0027000927,0.0048231359,-0.0001393085,0,0,0,0,-0.0003730967,0.0058286726,10.221,82.0496358537,85.0275604697,0.0236962949,2.3046924551,8.2570637836,894.7700702975,336.3026806528,0.05,0.065406548
20.3102713311,999.1096892186,54.3780442135,-12.778956518,54.4336351178,12.7791318282,34.6312320424,0.0171569567,34.6312362923,0.028385393,2.4594592203,0.0669372204,-43.5299998449,-172.6325704273,9.8016771901,0.1610613044,0.0000615094,-2.0860454801,-0.0189245159,1696.7940946338,261,0.2580679623,0.0033675883,106.3588567301,90.3124087227,1.5699489294,0.1622984728,4812931.82761619,0,5.0406907923,0.3724313729,0.3724612695,0.208220513,0.0407865566,0.1234243033,0.0254623526,0.0404346974,0.0003656991,0,0,0,0,-0.0002548288,0.0057610334,10.221,82.0496358537,84.9085309101,0.0214945414,2.2274877989,8.2392869542,894.4791556686,336.2919078943,0.05,0.065572313
20.3602713311,1001.8126490515,53.7409835321,-12.7032922894,53.7970028227,12.7040401008,34.7540949712,0.0171818739,34.7540992184,0.0283261233,2.4544249249,0.1378400918,-43.5299998447,-172.6325689033,9.8016687763,0.1061940665,0.000070913,-1.6164896008,-0.02566694,1696.7940946338,261,0.2580679623,0.0033675883,106.4107583208,90.3124087227,1.5750268661,0.1604394324,4756654.101286552,0,4.9231401961,0.3723614496,0.3723744722,0.2082330389,0.0407821052,0.1233463055,0.016756272,0.026655969,0.000326987,0,0,0,0,-0.0001565961,0.0056937636,10.221,82.0496358537,84.8163326784,0.0170155086,2.3214018989,8.2217176802,894.1916376461,336.2812609142,0.05,0.065732027
20.4102713311,1004.4838503468,53.1076554056,-12.6327268833,53.1639634226,12.6337293669,34.8766150587,0.0172089663,34.8766193044,0.0282711226,2.4462101548,0.1591515322,-43.5299998444,-172.6325673835,9.8016604607,0.0887202639,0.0000711536,-1.3223906564,-0.018414097,1696.7940946338,261,0.2580679623,0.0033675883,106.4262800355,90.3124087227,1.5765454763,0.1585759442,4700284.302418332,0,4.8069652301,0.372292333,0.3723014271,0.2082454499,0.0407778602,0.1232690229,0.0139899732,0.0223324936,-0.0003963237,0,0,0,0,-0.0001072826,0.0056268574,10.221,82.0496358537,84.7441708735,0.0116612902,2.3573378451,8.2043548731,893.9074984169,336.2707390531,0.05,0.065890318
20.4602713311,1007.1234654855,52.4774449978,-12.573205233,52.5342045296,12.5733686474,34.998785106,0.0172367443,34.9987893505,0.0282179115,2.4413955148,0.0641039136,-43.5299998442,-172.6325658681,9.8016522429,0.1686261408,0.0000651618,-0.7694055775,-0.007362258,1696.7940946338,261,0.2580679623,0.0033675883,106.346840562,90.3124087227,1.5687732941,0.1566915402,4643333.9866681965,0,4.6913504126,0.3722234346,0.3722561775,0.2082578528,0.0407737908,0.123191791,0.0266600879,0.0417117164,0.0001401138,0,0,0,0,-0.000037199,0.005560311,10.221,82.0496358537,84.6910963502,0.0057112424,2.277096679,8.1871974015,893.6267194681,336.2603416253,0.05,0.066047497
20.5102713311,1009.7316510407,51.8505982431,-12.4989356677,51.907817558,12.4998291919,35.1207531546,0.0172635757,35.1207573975,0.0281636883,2.4365930043,0.1494556841,-43.5299998439,-172.6325643552,9.8016441222,0.0939453852,0.0000676221,-0.2803630033,-0.0106753139,1696.7940946338,261,0.2580679623,0.0033675883,106.418132247,90.3124087227,1.5757483147,0.1548498943,4587689.51565945,0,4.5792002573,0.3721570722,0.3721672632,0.2082698309,0.0407700375,0.1231172037,0.0148147028,0.0229155602,0.0004035753,0,0,0,0,-0.0000050578,0.0054941185,10.221,82.0496358537,84.6654737436,-0.0017594758,2.319645585,8.1702441729,893.349282918,336.2500679688,0.05,0.066208072
20.5602713311,1012.3085916453,51.2276874599,-12.419495475,51.2850352656,12.4233356432,35.2423170842,0.0172877354,35.2423213243,0.0281058193,2.4246401188,0.3088699574,-43.5299998437,-172.6325628473,9.8016360983,0.0521748447,0.0000687022,0.2574779714,0.0227831277,1696.7940946338,261,0.2580679623,0.0033675883,106.4575503259,90.3124087227,1.5796048922,0.1530338936,4532842.600329519,0,4.4701895469,0.3720925778,0.3720957257,0.2082815037,0.0407665557,0.1230445184,0.008215624,0.0133418899,0.0001889729,0,0,0,0,0.0000043679,0.0054282722,10.221,82.0496358537,84.6543248261,-0.0095392025,2.4183672187,8.1534940431,893.0751700425,336.2399173901,0.05,0.066366754
20.6102713311,1014.8544814344,50.6085040896,-12.3472141604,50.6657189588,12.3537274472,35.3631305321,0.0173076184,35.3631347675,0.0280420141,2.4071542159,0.401103873,-43.5299998435,-172.6325613487,9.8016281705,0.142942947,0.0000668905,0.5300953813,0.0101664585,1696.7940946338,261,0.2580679623,0.0033675883,106.3674387965,90.3124087227,1.5707885798,0.1512157806,4477970.212981884,0,4.3627706029,0.372028949,0.3720524889,0.208293052,0.0407632894,0.1229726076,0.0225760125,0.0355994834,0.0001850983,0,0,0,0,0.0000189629,0.0053627648,10.221,82.0496358537,84.6356999017,-0.0146869885,2.4730701561,8.1369457733,892.8043605719,336.2298891386,0.05,0.066528341
20.6602713311,1017.3695051597,49.9930483208,-12.2747232494,50.0498235303,12.2854329373,35.4829141343,0.0173222398,35.4829183625,0.0279709595,2.3832656194,0.5128660717,-43.5299998434,-172.6325598629,9.8016203382,0.2545045246,0.0000694355,1.2749029746,0.0135247573,1696.7940946338,261,0.2580679623,0.0033675883,106.2578080843,90.3124087227,1.5600625537,0.1494213221,4423834.743240626,0,4.2584327784,0.3719670759,0.372041358,0.2083043148,0.0407602861,0.1229024751,0.0403445622,0.0630858284,-0.0000530669,0,0,0,0,0.0001123427,0.0052975878,10.221,82.0496358537,84.5919892713,-0.0174475446,2.5761561495,8.1205981075,892.5368339484,336.2199824531,0.05,0.066688154
20.7102713311,1019.8538372477,49.3806678648,-12.2225422709,49.4370298079,12.2289956158,35.6014708488,0.0173313687,35.6014750674,0.027892505,2.3599909861,0.3972331899,-43.5299998433,-172.6325583923,9.8016126009,0.1526847292,0.000064837,1.9392564452,0.0225444015,1696.7940946338,261,0.2580679623,0.0033675883,106.355133944,90.3124087227,1.5695847003,0.1475891643,4368619.166614441,0,4.1521841696,0.371904854,0.3719316926,0.2083156754,0.0407574456,0.122831733,0.024119787,0.0371096413,0.0001685565,0,0,0,0,0.0002664419,0.0052327424,10.221,82.0496358537,84.5107176209,-0.0184218164,2.5176539575,8.1044499803,892.2725727391,336.2101966881,0.05,0.066845283
20.7602713311,1022.3076099763,48.770599627,-12.1796036367,48.82696312,12.1811945633,35.719064247,0.0173351788,35.7190684536,0.0278067896,2.3454081843,0.1968660537,-43.5299998432,-172.6325569336,9.801604958,0.040469463,0.0000710808,-2.0819421115,0.0882067749,1696.7940946338,261,0.2580679623,0.0033675883,106.4633634395,90.3124087227,1.5801736344,0.1457470511,4313144.7685217215,0,4.0470517794,0.3718432684,0.3718451619,0.2083269565,0.0407548255,0.1227614864,0.0063684803,0.0106136601,0.0004011833,0,0,0,0,-0.0003149225,0.0051682258,10.221,82.0496358537,84.4075219829,-0.0162596275,2.3928791842,8.0885004766,892.0115619673,336.2005312888,0.05,0.067005608
20.8102713311,1024.7309337925,48.1627211372,-12.1357011622,48.2195205525,12.1357389879,35.8361592162,0.0173344881,35.8361634087,0.0277148264,2.3397553228,0.0302998821,-43.5299998432,-172.6325554812,9.8015974091,0.208428544,0.0000715929,-1.7248342119,0.0183240973,1696.7940946338,261,0.2580679623,0.0033675883,106.2982020204,90.3124087227,1.564014607,0.1439175458,4258078.845095267,0,3.9448145653,0.3717830768,0.3718329634,0.2083380202,0.0407524628,0.1226925938,0.0329838513,0.051387687,-0.0003891378,0,0,0,0,-0.000221696,0.0051040294,10.221,82.0496358537,84.3103896018,-0.0121834035,2.2800307851,8.072748871,891.7537897623,336.1909858158,0.05,0.067163388
20.8602713311,1027.1239168374,47.5569861505,-12.0896487266,47.6146456814,12.0900548694,35.9531903738,0.0173305331,35.9531945507,0.0276183092,2.3425523772,0.0990980019,-43.5299998433,-172.6325540295,9.801589954,0.3436913551,0.0000722848,-0.8287184044,0.0099485854,1696.7940946338,261,0.2580679623,0.0033675883,106.1663238782,90.3124087227,1.5511119416,0.1420947558,4203246.370001178,0,3.8446894456,0.3717240737,0.3718589729,0.2083489042,0.04075035,0.1226248195,0.0546336279,0.0851294788,0.0002203655,0,0,0,0,-0.0000525016,0.0050401479,10.221,82.0496358537,84.2449811431,-0.0064199174,2.1597832168,8.05719449,891.4992451022,336.1815598609,0.05,0.067331707
20.9102713311,1029.4866809968,46.9541401152,-12.0227806973,47.0126910695,12.0227830846,36.0704139033,0.0173248393,36.0704180639,0.0275195094,2.3456017655,0.0075765145,-43.5299998433,-172.6325525754,9.8015825921,0.2506342342,0.0000704765,0.0332031901,0.0104750204,1696.7940946338,261,0.2580679623,0.0033675883,106.2546864452,90.3124087227,1.5597571395,0.1403245583,4150003.529164127,0,3.7472306744,0.3716677045,0.3717396975,0.2083593414,0.0407485354,0.1225598276,0.0397149777,0.0620479413,-0.0004701971,0,0,0,0,0.0000000864,0.0049765818,10.221,82.0496358537,84.2260586986,-0.000246865,2.1954724871,8.0418364892,891.2479141708,336.1722529125,0.05,0.067491351
20.9602713311,1031.819389921,46.3547975516,-11.9530140744,46.4139340851,11.9536495771,36.1876367028,0.017318836,36.187640847,0.0274208604,2.3422256962,0.1232588743,-43.5299998434,-172.6325511214,9.8015753233,0.1074795005,0.0000699011,0.4878400682,0.0200900035,1696.7940946338,261,0.2580679623,0.0033675883,106.3924824888,90.3124087227,1.5732387992,0.1385677593,4097189.9686994073,0,3.6518533452,0.3716126712,0.3716259835,0.2083695703,0.0407469678,0.1224961331,0.016948232,0.0269524892,-0.0003395113,0,0,0,0,0.0000191334,0.0049133267,10.221,82.0496358537,84.2414302967,0.0060978404,2.246449755,8.0266738692,890.9997806103,336.1630643648,0.05,0.067657947
21.0102713311,1034.1222137059,45.7586449952,-11.8938652993,45.8181901613,11.8948538551,36.3045771298,0.0173138693,36.3045812584,0.0273246968,2.3351569247,0.1533508218,-43.5299998434,-172.6325496708,9.8015681469,0.0686725801,0.0000688311,0.7308347558,0.0192480632,1696.7940946338,261,0.2580679623,0.0033675883,106.4291493955,90.3124087227,1.5768262081,0.1367906681,4043808.9974009497,0,3.5572056246,0.3715579263,0.3715633684,0.2083797862,0.0407456208,0.1224325193,0.0108141084,0.0166416008,0.0004165958,0,0,0,0,0.0000440668,0.0048503761,10.221,82.0496358537,84.2731906624,0.0114789465,2.1989096632,8.0117055308,890.7548264322,336.1539935517,0.05,0.067817631
21.0602713311,1036.3953020947,45.1653821022,-11.8348180849,45.2252893678,11.8364034611,36.421140045,0.017310949,36.421144159,0.0272326523,2.3270277098,0.1937209105,-43.5299998434,-172.6325482249,9.8015610625,0.01556971,0.0000700007,0.9009374109,0.0796914039,1696.7940946338,261,0.2580679623,0.0033675883,106.4799828721,90.3124087227,1.5817996428,0.1350233588,3990749.3885130025,0,3.4643920826,0.3715044108,0.3715046911,0.2083898151,0.0407445257,0.12237007,0.0024472926,0.0035446229,-0.0002908749,0,0,0,0,0.0000687354,0.0047877235,10.221,82.0496358537,84.3144326701,0.0138912207,2.1570586438,7.9969304608,890.5130350581,336.1450398593,0.05,0.067977194
